,Country or region,Overall rank,Score,Whisker.high,Whisker.low,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Dystopia.Residual
49,Belize,50,5.955999851226809,6.19724231779575,5.71475738465786,0.907975316047668,1.0814177989959701,0.45019176602363603,0.5475093722343439,0.24001564085483604,0.0965810716152191,2.63195562362671
50,Japan,51,5.92000007629395,5.99071944460273,5.8492807079851605,1.41691517829895,1.43633782863617,0.9134758710861209,0.505625545978546,0.12057276815175999,0.163760736584663,1.36322355270386
51,Lithuania,52,5.90199995040894,5.982669641375541,5.82133025944233,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2.22844052314758
52,Algeria,53,5.872000217437741,5.978286433666941,5.76571400120854,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,2.5676038265228303
53,Latvia,54,5.849999904632571,5.9202635382115805,5.77973627105355,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.153074786067009,0.0738427266478539,1.9936552047729499
54,South Korea,55,5.837999820709231,5.922559028267861,5.7534406131506,1.40167844295502,1.1282744407653797,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,1.8803780078887902
55,Moldova,56,5.837999820709231,5.90837083846331,5.767628802955151,0.7288706302642819,1.25182557106018,0.5894652009010309,0.24072904884815197,0.20877912640571603,0.0100912861526012,2.80780839920044
56,Romania,57,5.824999809265139,5.91969415679574,5.73030546173453,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.133519917726517,0.0043879006989300294,2.17683148384094
57,Bolivia,58,5.82299995422363,5.9039769025146995,5.7420230059325705,0.833756566047668,1.2276190519332901,0.47363024950027505,0.5587329268455511,0.22556072473526,0.0604777261614799,2.4432790279388397
58,Turkmenistan,59,5.82200002670288,5.885180875509981,5.758819177895781,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755454998,0.25927034020423895,1.83290982246399
59,Kazakhstan,60,5.8189997673034695,5.90364177465439,5.73435775995255,1.2845562696456898,1.3843690156936599,0.6060415506362921,0.43745428323745705,0.20196442306041698,0.11928288638591802,1.7848925590515101
60,North Cyprus,61,5.80999994277954,5.89736646488309,5.722633420675991,1.3469113111496,1.18630337715149,0.834647238254547,0.47120362520217896,0.266845703125,0.155353352427483,1.5491576194763201
61,Slovenia,62,5.75799989700317,5.84222516000271,5.673774634003639,1.3412059545516999,1.4525188207626298,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,1.31331729888916
62,Peru,63,5.71500015258789,5.81194677859545,5.61805352658033,1.0352252721786501,1.21877038478851,0.6301661133766171,0.45000287890434293,0.126819714903831,0.0470490865409374,2.2072694301605202
63,Mauritius,64,5.62900018692017,5.72986219167709,5.528138182163239,1.1893955469131499,1.20956099033356,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,1.6975839138031
64,Cyprus,65,5.62099981307983,5.714692699313161,5.527306926846499,1.3559380769729599,1.13136327266693,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,1.62124919891357
65,Estonia,66,5.61100006103516,5.68813987419009,5.533860247880219,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881303,1.35750865936279
66,Belarus,67,5.5689997673034695,5.64611424401402,5.49188529059291,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.15513750910759,0.156313821673393,1.72323298454285
67,Libya,68,5.525000095367429,5.6769538068771395,5.373046383857731,1.1018030643463101,1.3575643301010099,0.520169019699097,0.465733230113983,0.15207366645336198,0.0926102101802826,1.8350112438201898
68,Turkey,69,5.5,5.59486496329308,5.40513503670692,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482
69,Paraguay,70,5.493000030517581,5.57738126963377,5.4086187914013895,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903716999
70,"Hong Kong S.A.R., China",71,5.47200012207031,5.54959417313337,5.394406071007251,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.29393374919891396,0.554633140563965
71,Philippines,72,5.42999982833862,5.54533505424857,5.31466460242867,0.85769921541214,1.25391757488251,0.46800905466079706,0.585214674472809,0.193513423204422,0.0993318930268288,1.9726047515869098
72,Serbia,73,5.39499998092651,5.491569656133651,5.298430305719379,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974102,0.22012588381767298,0.0409037806093693,1.94708442687988
73,Jordan,74,5.33599996566772,5.448410022407769,5.223589908927679,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.17217046022415197,0.11980327218771002,1.79117655754089
74,Hungary,75,5.32399988174438,5.4030397091805895,5.24496005430818,1.2860119342803997,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0784016624093056,0.0366369374096394,1.7164592742919902
75,Jamaica,76,5.31099987030029,5.581398728489879,5.04060101211071,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.23381833732128102,0.0552677810192108,1.61232566833496
76,Croatia,77,5.2930002212524405,5.391777204573151,5.19422323793173,1.22255623340607,0.9679830074310299,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,1.85449242591858
77,Kosovo,78,5.27899980545044,5.36484799548984,5.19315161541104,0.951484382152557,1.1378535032272301,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2.0105407238006596
78,China,79,5.2729997634887695,5.319278089776629,5.2267214372009,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0288068410009146,0.0227942746132612,1.76493859291077
